47,SAHARA IMPEX ,"CLASSIC HOMES F 308 NR, AMBER TOWER 
SARKHEJ ROAD, 
JUHAPURA AHMEDABAD /380055, Gujarat",7359597868,saharaimpexinfo@gmail.com,,"GU1/ME/325/17 28/09/2017 
27/09/2020",Dried,
48,SEASTAR MARINE IMPEX PLOT NO.45 SATNAM ,"INDUSTRIAL AREA 
NEAR AVNI ICE FACTORY BY PASS AREA 
VERAVAL/362265, Gujarat",8980030222,seastarmi2018@gmail.com,,"GU1/ME/332/18 31/07/2018 
30/07/2024",Frozen,"Frozen:Fish Wild((FROZEN RIBBON FISH, FROZEN SOLE 
FISH,FROZEN SILVER CROKAER,FROZEN YELLOW 
CROAKER,FROZEN CROAKER FISH, FROZEN BIG MOUTH 
CROAKER,FROZEN TIGERN TOOTH CROAKER,FROZEN LEATHER JACKET FISH, FROZEN LEATHER JACKET,FROZEN INDIAN 
MACKEREL,FROZEN HORSE MACKEREL,FROZEN CAT FISH WHOLE,FROZEN LIZARD FISH,FROZEN REEF COD 
WHOLE,FROZEN STING RAY WHOLE,FROZEN HILSA FISH, 
FROZEN SEER FISH,FROZEN BARRACUDA,FROZEN BOMBAY DUCK,,FROZEN SKIP JACK TUNA,FROZEN YELLOW FIN 
TUNA,FROZEN JAPANESE THREADFIN BREAM,FROZEN BLACK SEA BREAM,FROZEN QUEEN FISH,FROZEN LEATHER 
SKIN,FROZEN EEL FISH, FROZEN YELLOW TAIL SCAD) 
Frozen:Cuttlefish(FROZEN CUTTLE FISH) 
Frozen:Squid(FROZEN SQUID WHOLE)"
49,SHAFI MARINE ,"Kaushar Colony, Street No 2, Talala Road, 
Veraval, Gujarat, Gujarat",9228359340,shafimarine@gmail.com,www.shafimarine.com,"GU1/ME/214/12 23/08/2012 
22/08/2024",Frozen,"Frozen:Squid(FROZEN CUTTLEFISH WHOLE/ WHOLE CLEANED ,,FROZEN SQUID WHOLE / WHOLE CLEANED ,,FROZEN KING FISH,,FROZEN CORVINA,,FROZEN CROAKER FISH ,,FROZEN RIBBON FISH,,FROZEN LEATHER JACKET,FROZEN INDIAN MACKEREL ,,FROZEN STING RAY ,,FROZEN HORSE 
MACKEREL,,FROZEN EEL FISH,,FROZEN REEF COD,,FROZEN MAHI MAHI ,,FROZEN YELLOW TAIL SCAD,FROZEN JTB ,,FROZEN LEATHER SKIN,FROZEN SNAPPER,FROZEN SOLE FISH,,FROZEN POMFRET,,FROZEN OCTOPUS,,FROZEN TUNA ,)"
50,SHREE LABHAM MARINE EXPORTS ,"GURU KRUPA, 
SHOP NO. 1 
BHALPARA ROAD, 
VERAVAL/362268, Gujarat",9228430269,slme142019@gmail.com,NA,"GU1/ME/349/19 02/07/2019 
01/07/2022",Frozen,
51,ANJANI MARINE TRADERS ,"Plot No. 402/414 
GIDC, 
Veraval, Gujarat",02876-231340,anjanimarinetraders@gmail.com,,"GU1/MT/039/05 18/02/2005 
17/02/2023",Frozen,
,,,,,,,,"Frozen:Fish Wild(Ribbon Fish,Croaker Fish,Leather Jacket,Sole Fish,Silver Pomfret,Chinese Pomfret,Black Pomfret,Eel Fish,Lizard Fish,Horse 
Mackerel,Yellow Fin Tuna,Bonito Tuna,Skip Jack Tuna,Long Tail
"
"
52",,"ASHA GANGA EXPORTS
Plot No.310/B, G.I.D.C.Estate,
Veraval, Gujarat",2876231165,ashagangaexports@gmail.com,,"GU1/MT/198/11 23/12/2011 
22/12/2023",Frozen,"
Tuna,Mahi Mahi Fish,Barracuda Fish,King Fish,Pink 
Snapper,JapaneseThreadfinBream,Reef Cod,Sting Ray,Seer Fish,Little Tunny,Bull Eye,Big Eye Tuna,Snapper fish,Tigertooth Croaker,Black Sea Brem,Yellow Tail Scad,Indian Oil Sardine,Hilsa Fish,Halibut,Bombay Duck,Conger Eel,Mahi mahi) 
Frozen:Shrimp Wild((PUD, P & D, Head on, Headless, HL/TL)) 
Frozen:Shrimp Aquaculture((PUD, Whole, P & D, Head on, Headless, HL/TL)) 
Frozen:Cuttlefish((Whole, Whole cleaned, Fillets, Strips, Tentacles)) Frozen:Squid(Whole, Whole cleaned, Tubes, Fillets,,Strips, 
Ring,SquidTentacles, Squid Wings) 
Frozen:Octopus((Whole, Whole cleaned, Gutted, Chopped)) 
Frozen:Lobster(RAW ROCK LOBSTER,SAND LOBSTER) 
Frozen:Crab(MUD CRAB,SEA CRAB)"
53,"ASHWINI FROZEN FOODS Plot No. 1343, ","Bunder Road, 
Mangrol-362 225, Gujarat",02878-223595,ashwinifrozenfood@rediffmail.com,,"GU1/MT/017/04 23/12/2004 
22/12/2022",Frozen,
54,ATLANTIC MARINE ,"PRODUCTS PRIVATE 
LIMITED 
SURVEY No.224/1, PLOT No.3 
JAFRABAD ROAD, 
MITIYALA 
JAFRABAD/365540, Gujarat",9904583366,atlanticmarineproducts@yahoo.c,,"GU1/MT/373/20 26/10/2020 
25/10/2023",Others-Non Edible Others-Edible,
55,BHAVANI SEAFOODS ,"Plot No. 12-13,Fisheries 
Harbour, 
Near CIFT Building, 
Bhidiya Plot , Veraval, Gujarat",02876-231385,bsfvrl@rediffmail.com,,"GU1/MT/015/04 21/12/2004 
16/03/2024",Frozen,
56,BHISTI EXPORTS ,"G.I.D.C. Plot No.601, 
Opp. Keshodwala Foods, Veraval, Gujarat",02876-231652,bhisti1@yahoo.com,,"GU1/MT/160/10 07/01/2010 
06/01/2025",Frozen,"Frozen:Fish Wild(Ribbon Fish,Croaker Fish)"
57,"BILAL FISH SUPPLIERS Plot No.802/2, ","GIDC Estate, 
Veraval, Gujarat",02876-645359,bilalfs@rediffmail.com,,"GU1/MT/041/05 18/02/2005 
17/02/2023",Frozen,
58,DEEPAK FOODS ,"Plot no 3 to 8, Somnath Road Veraval, Gujarat",2876233157,deepakfoods2012@gmail.com,,"GU1/MT/293/15 18/12/2015 
17/12/2024",Frozen,Frozen:Fish Wild(FROZEN SURIMI)
59,DEEPMALA FOODS ,"Opp. Bhavani Temple 
Near Municipality Water Filtration plant 
Somnath Road, Veraval, Gujarat",2876231255,deepmalafoods@hotmail.com,,"GU1/MT/090/07 11/07/2007 
10/07/2025",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN REEF COD 
WHOLE,FROZEN REEF COD FILLETS-CHUNKS-GUTTED,FROZEN YELLOW FIN TUNA WHOLE ROUND,FROZEN SKIP JACK TUNA WHOLE ROUND,FROZEN LONG TAIL TUNA WHOLE 
ROUND,FROZEN CORVINA HL-TL-FL-GTD,FROZEN CROAKER FISH,FROZEN SEER FISH,FROZEN KING FISH WHOLE-
GUTTED,FROZEN MAHI MAHI WHOLE-FILLETS-
GUTTED,FROZEN SILVER/BLACK/CHINESE POMFRET,FROZEN LEATHER JACKET WHOLE & GUTTED & HL TL FL,FROZEN 
BARRACUDA WHOLE & GUTTED,FROZEN BLACK SEA 
BREAM,FROZEN T.T. CROAKER AND BIGMOUTH 
CROAKER,FROZEN INDIAN MACKEREL WHOLE,FROZEN EEL FISH & FROSEN SOLE FISH,FROZEN STING RAY,FROZEN 
EMPEROR WHOLE & GUTTED & FROZEN SCAD WHOLE,FROZEN HILSA FISH & KATTI FISH,FROZEN HORSE MACKEREL,FROZEN SQUID/WHOLE CLEANED/CUT (IF-IQF-BLOCK),FROZEN SQUID BLANCHED RINGS-TENTACLES(IQF-IF-BLOCK,FROZEN BABY SQUID PIN BONE OUT (IF-IQF-BLOCK),FROZEN CUTTLE FISH WHOLE CLEANED (IF-IQF),FROZEN CUTTLE FISH STRIPS-
TENTACLES (IQF-BLANCHED),FROZEN CUTTLE FISH/SQUID SKEWERS (IQF-IF),FROZEN OCTOPUS WHOLE CLEANED (IF-IQF-BLOCK),FROZEN OCTOPUS CHOPPED (IF-IQF-
BLANCHED),FROZEN CUTTLE FISH ROE (IQF-IF-BLOCK),FROZEN PUD SHRIMPS (KARIKADI-BROWN-FLOWER-DEEP SEA,FROZEN SHRIMPS (PUD-PD-IQF-BLANCHED-BLOCK))"
60,DEEPMALA MARINE ,"EXPORTS 
Nr. Fisheries Terminal Gate, Bhidiya Plot, 
Veraval, Gujarat",2876231840,deepmalamarine@gmail.com,,"GU1/MT/036/05 18/02/2005 
17/02/2023",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN 
CROAKER FISH (SILVER/YELLOW),FROZEN TT AND BMC 
CROAKER WHOLE,FROZEN REEF COD WHOLE,FROZEN SKIP JACK/YELLOW FIN/LONG TAIL TUNA WHOLE,FROZEN REEF COD GUTTED/FILLETS,FROZEN LEATHER JACKET WHOLE AND HL TL FL GUTTED,FROZEN SEER FISH,FROZEN 
SILVER/BLACK/CHINESE POMFRET WHOLE,FROZEN SOLE 
FISH,FROZEN SCADE FISH,FROZEN INDIAN/HORSE MACKEREL WHOLE,FROZEN BLACK SEA BREAM WHOLE,FROZEN RED SNAPPER WHOLE,FROZEN WHITE SNAPPER WHOLE,FROZEN HILSA FISH,FROZEN KING FISH WHOLE AND HEAD ON 
GUTTED,FROZEN KATTI FISH,FROZEN EMPEROR WHOLE & GUTTED,FROZEN BARRACUDA WHOLE,FROZEN STING RAY WHOLE,FROZEN MAHI MAHI WHOLE/GUTTED/FILLETS,FROZEN EEL FISH WHOLE/GUTTED,FROZEN BLACK KING FISH,FROZEN MAHI MAHI ROE,FROZEN SQUID WHOLE (IF-BLOCK),FROZEN CUTTLE FISH (IF-BLOCK),FROZEN OCTOPUS WHOLE (IF-
BLOCK),FROZEN RAW SHRIMPS (PD-PUD-HON-IF-BLOCK))"
,DHARMIKA MARINE EXPORTS,,,,,,,"Frozen:Fish Wild(LIZARD FISH,EEL FISH,STINGRAY FISH,BONITO TUNA,SCAD FISH,MOON FISH,KAWA KAWA FISH, CAT FISH SHAD FISH, LEATHER SKIN,,WHITE SHAD FISH,CAT FISH WHOLE,
	"
"
61",,"PLOT NO. 105/1 
GIDC ESTATE 
SOMNATH ROAD, VERAVAL, Gujarat",9227211137,dharmikamarine@gmail.com,-,"GU1/MT/378/21 31/08/2021 
30/08/2024",Frozen,"
YELLOW TAIL SCAD) 
Frozen:Shrimp Wild(HEAD ON, HEADLESS, PD & PUD) Frozen:Cuttlefish(WHOLE, WHOLE CLEANED) 
Frozen:Squid(WHOLE, WHOLE CLEANED) 
Frozen:Octopus(WHOLE,WHOLE CLEANED)"
62,"FAVOURITE EXPORTS, Plot No.611 ","GIDC Area, 
VERAVAL, Gujarat",9898622015,favouritexports@gmail.com,nil,"GU1/MT/228/13 08/01/2013 
07/01/2024",Frozen,"Frozen:Fish Wild(RIBBON FISH,SILVER CROAKER,YELLOW CROAKER,LEATHER JACKET FISH - HGT/WHOLE,REEFCOD WHOLE / HGT,INDIAN MACKEREL,HORSE MACKEREL,SOLE FISH,SPANISH MACKEREL / SEER FISH,LIZARD 
FISH,SQUID,CUTTLEFISH,BABY CUTTLEFISH,SILVER 
POMFRET,BLACK POMFRET,YELLOW FIN TUNA,SKIB JACK TUNA,BIG MOUTH CROAKER,BOMBAY DUCK,CAT FISH,EEL FISH,SEA BREAM,DORAB,BULL EYE,BARACUDA,KATTI FISH)"
63,GOLDEN STAR COLD STORAGE CO ,"Plot No 1109/1110, 
G.I.D.C. Estate 
Veraval, Gujarat",2876232386,goldenstarcoldstorage@rediffmail.com,,"GU1/MT/176/10 02/11/2010 
01/11/2025",Frozen,"Frozen:Fish Wild(Frozen:Fish Wild(FROZEN RIBBON FISH,,FROZEN REEF COD,FROZEN CROAKER FISH,,FROZEN LEATHER JACKET FISH,FROZEN BULL EYE FISH,,FROZEN JAPANESE THREADFIN BREAM,FROZEN TIGER TOOTH CROAKER FISH,FROZEN BIG MOUTH CROAKER,FROZEN SOLE FISH,FROZEN BOMBAY 
DUCK,FROZEN TILAPIA FISH,FROZEN BARRACUDA 
FISH,,FROZEN BLACK EEL,FROZEN SCAD FISH,FROZEN HORSE MACKEREL,FROEN INDIAN MACKEREL,FROZEN FRINGE SCALE SARDINELLA,FROZEN BLACK SEA BREAM,FROZEN EEL 
FISH,FROZEN STING RAY,FROZEN LIZARD FISH,FROZEN RED SNAPPER,FROZEN EMPEROR,FROZEN SQUID,FROZEN 
OCTOPUS,FROZEN MAHI MAHI,FROZEN SKIP JACK TUNA,FROEN BONITO TUNA,FROZEN YELLOW FIN TUNA),FROZEN 
POMFRET,FROZEN CUTTLE FISH,FROZEN SHRIMP, FROZEN SEERFISH,FROZEN CAT FISH,FROZEN CLUPEIDS)"
64,GOODWILL ENTERPRISE 1108 ,"G.I.D.C.
Veraval, Gujarat",02876 233119,goodwill2005@gmail.com,,"GU1/MT/118/08 12/03/2008 
10/03/2020",Frozen,
65,GOPAL FISHERIES ,"Plot No. 44 to 47, 
Fishery Harbour, 
Bhidiya, Veraval, Gujarat",2876231930,gopalfisheries126@gmail.com,,"GU1/MT/011/04 17/12/2004 
16/12/2025",Frozen,"Frozen:Fish Wild(FROZEN YELLOW FIN TUNA WHOLE 
ROUND,FROZEN SKIPJACK TUNA WHOLE ROUND,FROZEN BOINTO TUNA WHOLE ROUND,FROZEN LONG TAIL TUNA 
WHOLE ROUND,FROZEN REEF COD,FROZEN 
RIBBONFISH,FROZEN CROAKER FISH,FROZEN SOLE 
FISH,FROZEN KING FISH,FROZEN MAHI MAHI W/R/GTD,FROZEN SAILFISH HGT,FROZEN LEATHER JACKET,FROZEN EEL 
FISH,FROZEN INDIAN MECKEREL,FROZEN BARACUDA,FROZEN SILVER/BLACK/CHINESE POMFRET,FROZEN SNAPPER,FROZEN EMPEROR FISH,FROZEN LEATHER SKIN,FROZEN RED BULL EYE,FROZEN LIZARD FISH,FROZEN BOMBAY DUCK,FROZEN SEA BREAM) 
Frozen:Shrimp Wild(FROZEN KARIKADI/BROWN/KAPSI/FLOWER SHRIMPS,FROZEN PUD/HL KARIKADI/BROWN/KAPSI/FLOWER SHRIMPS) 
Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE/WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE/ WHOLE CLEANED 
IF/BLOCK) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE ROUND/WHOLE 
CLEANED IF/BLOCK) 
Frozen:Crab(FROZEN BLUE SWIMMING CRAB WHOLE 
MALE/FEMALE,FROZEN BLUE SWIMMING CARB HALF CUT MALE FEMALE,FROZEN THREE SPOT CARB WHOLE 
MALE/FEMALE,FROZEN THREE SPOT CARB HALF CUT MALE /FEMALE,FROZEN CRAB)"
66,"GOPAL SEAFOODS Plot No. 2-4, ","GIDC Estate, 
Veraval, Gujarat",02876-231912,documents@gopalseafoods.com,,"GU1/MT/010/04 17/12/2004 
16/12/2025",Frozen,"Frozen:Fish Wild(FROZEN YELLOW FIN TUNA WHOLE 
ROUND,FROZEN SKIPJACK TUNA WHOLE ROUND,FROZEN BOINTO TUNA WHOLE ROUND,FROZEN LONG TAIL TUNA 
WHOLE ROUND,FROZEN REEF COD/GROUPER,FROZEN 
RIBBONFISH,FROZEN CROAKER FISH,FROZEN SOLE 
FISH,FROZEN KING FISH,FROZEN MAHI MAHI W/R/GTD,FROZEN SAILFISH HGT,FROZEN LEATHER JACKET,FROZEN EEL 
FISH,FROZEN INDIAN MECKEREL,FROZEN BARACUDA,FROZEN SILVER/BLACK/CHINESE POMFRET,FROZEN SNAPPER,FROZEN EMPEROR FISH,FROZEN LEATHER SKIN/QUEEN FISH,FROZEN RED BULL EYE,FROZEN LIZARD FISH,FROZEN BOMBAY 
DUCK,FROZEN SEA BREAM) 
Frozen:Shrimp Wild(FROZEN PUD/PD/HL KARIKADI 
SHRIMPS,FROZEN PUD/PD/HL BROWN SHRIMPS,FROZEN 
PUD/PD/HL SHRIMPS) 
Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE/WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE/ WHOLE CLEANED 
IF/BLOCK) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE ROUND/WHOLE 
CLEANED IF/BLOCK) 
Frozen:Crab(FROZEN BLUE SWIMMING CRAB WHOLE 
MALE/FEMALE,FROZEN BLUE SWIMMING CARB HALF CUT MALE FEMALE,FROZEN THREE SPOT CARB WHOLE 
MALE/FEMALE,FROZEN THREE SPOT CARB HALF CUT MALE /FEMALE)"
"67
",GREAT WALL EXPORTS PLOT NO 1406 ,"G I D C ESTATE
",9904952555,,,"GU1/MT/367/19 21/11/2019 
","Frozen
","Frozen:Fish Wild(FROZEN RIBBON FISH,,FROZEN CROAKER FISH,FROZEN YELLOW CROAKER,FROZEN SILVER 
CROAKER,FROZEN REEF COD WHOLE,FROZEN INDIAN 
MACKEREL,FROZEN SOLE FISH,FROZEN HORSE 
MACKEREL,FROZEN BLACK SEABREAM,FROZEN GROPUER WHOLE ROUND,FROZEN YELLOWFIN TUNA,FROZEN SKIP JACK TUNA,FROZEN BONITO TUNA,FROZEN LONG TAIL
	"
,,"VERAVAL, Gujarat",,,-,20-11-2022,,"
TUNA,FROZEN SAIL FISH) 
Frozen:Cuttlefish(FROZEN CUTTLE FISH,FROZEN CUTTLEFISH WHOLE CLEANED) 
Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLIEN) 
Frozen:Octopus(FROZEN OCTOPUS)"
68,HANSWATI EXPORT PVT. LTD.,"Plot No. 312, 
GIDC, 
Veraval-362 269, Gujarat",,hanswatiexport@gmail.com,,"GU1/MT/065/05 08/08/2005 
07/08/2020",Frozen,
69,HONEST FROZEN FOODS CO ,"PLOT NO.1405 
G.I.D.C. ESTATE 
VERAVAL, Gujarat",,honest.document@gmail.com,,"GU1/MT/038/05 18/02/2005 
17/02/2023",Frozen,"Frozen:Fish Wild(Ribbon Fish,Croaker Fish,Leather Jacket,Sole Fish,) Frozen:Shrimp Wild(PUD, P & D, Head on, Headless, HL/TL) 
Frozen:Cuttlefish(Whole, Whole cleaned, Fillets, Strips, Tentacles) Frozen:Squid(Whole, Whole cleaned, Tubes, Fillets,,Strips, Ring) Frozen:Octopus(Whole, Whole cleaned, Gutted, Chopped) 
Frozen:Lobster(RAW ROCK LOBSTER,SAND LOBSTER)"
70,J J SEA FOODS ,"Bara Road, 
Mangrol-362225, Gujarat",,jjseafoods@gmail.com,,"GU1/MT/136/08 27/10/2008 
26/10/2023","Frozen 
Chilled","Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED 
IQF,FROZEN CUTTLEFISH WHOLE BLOCK,FROZEN CUTTLEFISH WHOLE CLEANED VACCUME PACKED,FROZEN CUTTLEFISH FILLET IQF,FROZEN CUTTLEFISH WHOLE BLOCK/IQF,FROZEN CUTTLEFISH WHOLE CLEANED BLANCHED/ IQF,FROZEN 
CUTTLEFISH WHOLE CLEANED COOKED IQF,FROZEN 
CUTTLEFISH WHOLE CLEANED (TRAY PACK),FROZEN 
CUTTLEFISH WHOLE CLEANED BLANCHED IQF,FROZEN 
CUTTLEFISH STRIPS RAW/BLANCED IQF,FROZEN CUTTLEFISH TENTACLES RAW/BLANCHED IQF,FROZEN CUTTLEFISH STRIPS COOKED IQF,FROZEN CUTTLEFISHTENTACLES COOKED 
IQF,FROZEN CUTTLEFISH ROE IQF,FROZEN CUTTLEFISH WHOLE CLEANED BLOCK,FROZEN CUTTLEFISH WHOLE CLEANED SHRINK PACK,FROZEN CUTTLEFISH STRIPS & TENTACLES BLANCHED IQF) 
Frozen:Squid(FROZEN SQUID WHOLE BLOCK,FROZEN SQUID WHOLE BLOCK(VACCUME) PACKED),FROZEN SQUID WHOLE TRAY PACK,FROZEN SQUID WHOLE IQF,FROZEN SQUID 
RINGS(SKIN ON) RAW IQF,FROZEN SQUID RINGS BLANCHED IQF,FROZNED SQUID RINGS COOKED IQF,FROZEN SQUID 
WHOLE CLEANED IQF,FROZEN SQUID WHOLE CLEANED 
(VACCUME PACKED),FROZEN SQUID WHOLE CLEANED 
BLOCK,FROZEN SQUID WHOLE CLEANED (TRAY PACK),FROZEN SQUID WHOLE CLEANED TRAY PACK(VACCUME PACK),FROIZEN SQUID WHOLE CLEANED BLANCHED IQF,FROZEN SQUID 
WHOLE CLEANED STUFEED IQF,FROZEN CUT SQUID (SKIN ON) / SKINLESS IQF,FROZEN SQUID TENTACLED 
RAW/BLANCHED/COOKED IQF,FROZEN SQUID WHOLE CLEANED (BUTTERFLY) BLOCK/IQF,FROZEN SQUID RINGS/TENTACLES TRAY PACK IQF) 
Chilled:Fish Wild(FRESH & CHILLED POMFRET WHOLE,FRESH & CHILLED FISH WHOLE) 
Chilled:Shrimp Wild(RAW FRESH & CHILLED PUD 
SHRIMPS,BLANCHED/COOKED FRESH & CHILEED PUD 
SHRIMPS,FRESH & CHILLED HEAD ON SHRIMPS,FRESH & 
CHILLED PUD SHRIMPS BUTTERFLY,FRESH & CHILLED PD 
SHRIMPS) 
Chilled:Cuttlefish(FRESH & CHILLED CUTTLEFISH WHOLE,FRESH & CHILLED CUTTLEFISH WHOLE CLEANED,FRESH & CHILLED CUTTLEFISH STRIPS & TENTACLES,FRESH & CHILLED 
CUTTLEFISH FILLET,FRESH & CHILLED CUTTLEFISH ROE) Chilled:Squid(FRESH & CHILLED SQUID WHOLE,FRESH & 
CHILLED SQUID WHOLE CLEANED,FRESH & CHILLED SQUID RINGS // TENTACLES,FRESH & CHILLED SQUID STUFFED,FRESH & CHILLED SQUID WHOLE CLEANED BUTTERFLY)"
71,J.M. MARINE EXPORTS ,"R.S. No.1798/1, Paikys-1, 
.Near GIDC Udhyognagar, Patan Road, Veraval-362269., Gujarat",02876-232484,jmmarineexport@gmail.com,www.jmmarineexports.com,"GU1/MT/181/11 10/02/2011 
09/02/2026",Frozen,"Frozen:Fish Wild(FROZEN CUTTLEFISH WHOLE AND WHOLE CLEANED IQF,FROZEN SQUID WHOLE AND WHOLE CLEANED, IQF,FROZEN RIBBONFISH AND LEATHER JACKET,FROZEN SQUID(TRAY PACK, CUT SQUID, RINGS, TENTACLE,CUTTLEFISH TRAY PACK STRIPS,,FROZEN YELLOW AND SILVER 
CROCKER,FROZEN INDIAN MACKREL AND HORSE 
MACKREL,FROZEN REEF COD)"
72,JAGDISH MARINE ,"EXPORTS 
G.I.D.C. ESTATE, PLOT NO.: 47/48, 
VERAVAL, Gujarat",2876232197,jagdishmarineexportslab@gmail.com,,"GU1/MT/194/11 24/10/2011 
23/10/2023",Frozen,
"73
","JINNY MARINE TRADERS Plot No. 1306/1311, ","GIDC Area, 
Veraval, Gujarat
",02876-231602,jinnymarine@gmail.com,,"GU1/MT/003/04 13/12/2004 
09/12/2025
","Frozen
","Frozen:Shrimp Wild(Frozen PUD Shrimps IQF,Frozen PUD Shrimps Blanched IQF.,Frozen Cooked PUD Shrimps IQF.,Frozen Butterfly 
Shrimps IQF.,Frozen PD Shrimps IQF,Frozen PD Tail on Shrimps 
IQF.,Frozen Headless Blanched Shrimps IQF.,Frozen PUD Shrimps Vacuum Pack.) 
Frozen:Cuttlefish(Frozen Whole Cleaned Cuttlefish IQF.,Frozen Whole Cleaned Cuttlefish Block.,Frozen Cuttlefish Whole Vacuum Pack 
Tray.,Frozen Cuttlefish Whole Cleaned Vacuum Pack Tray.,Frozen 
Cuttlefish Strips Vacuum Pack Tray.,Frozen Cuttlefish Strips IQF.,Frozen Cuttlefish Strips Blanched IQF.,Frozen Cuttlefish Tentacles Blanched IQF.,Frozen Cuttlefish Roe IQF.) 
Frozen:Squid(Frozen Whole Cleaned Squid IQF.,Frozen Whole Cleaned Squid Block.,Frozen Whole Squid IQF.,Frozen Squid Rings & Tentacles IQF.,Frozen Squid Rings & Tentacles Blanched IQF.,Frozen Skin on Squid Rings & Tentacles IQF.,Frozen Squid Rings Blanched IQF.,Frozen Squid Tentacles Blanched IQF.,Frozen Stuffed Squid IQF.,Frozen Whole Squid
	"
,,,,,,,,"
Pin Bone off IQF.,Frozen Butterfly Squid IQF.,Frozen Squid Broken 
Blanched IQF.,Frozen Squid Whole Cleaned Vacuum Pack Tray.,Frozen Squid Whole Vacuum Pack Tray.,Frozen Skewers IQF.,Frozen Seafood Mix IQF.)"
74,K.R.SEAFOODS PVT. LTD.,"Plot No. 1006, 
GIDC, 
Veraval-362 269, Gujarat",2876232190,krsplvrl@gmail.com,,"GU1/MT/021/05 04/01/2005 
03/01/2026",Frozen,
75,"KALPANA IMPEX PLOT NO.403, ","GIDC ESTATE, 
VERAVAL, Gujarat",02876-231138,kalpana.impex@hotmail.com,http://www.kalpanaimpex.com,"GU1/MT/254/14 11/02/2014 
10/02/2023","Frozen 
Chilled",
76,KALPATARU EXPORTS ,"GMB PLOT 9/10, 
NEAR CIFT, BHIDIYA PLOT VERAVAL, Gujarat",9.12876E+11,kalpataru.exports@gmail.com,www.fishmart.com,"GU1/MT/215/12 24/08/2012 
23/08/2024",Frozen,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER 
FISH,FROZEN YELLOW CROAKER,FROZEN SILVER 
CROAKER,FROZEN REEF COD,FROZEN MAHI MAHI,FROZEN LEATHER JACKETS,Frozen Skip Jack Tuna,Frozen Long Tail 
Tuna,Frozen Mahi Mahi Fish) 
Frozen:Cuttlefish(FROZEN WHOLE CLEANED CUTTLEFISH,FROZEN CUTTLEFISH CUBE,FROZEN CUTTLEFISH TENTACLES,FROZEN BABY CUTTLEFISH WHOLE CLEANED) 
Frozen:Squid(FROZEN SQUID WHOLE BLOCK,FROZEN NEEDLE SQUID,FROZEN SQUID TENTACLES,FROZEN CUT SQUID & 
TENTACLES,FROZEN SQUID WHOLE CLEANED IQF,FROZEN CUT SQUID SKINON,FROZEN BABY SQUID WHOLE,FROZEN BABY SQUID PIN BONE OFF IQF,FROZEN SQUID WHOLE CLEANED BUTTERFLY) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE CLEANED,FROZEN CHOPPED OCTOPUS IQF,FROZEN BABY OCTOPUS WHOLE 
CLEANED,FROZEN OCTOPUS WHOLE BLOCK,FROZEN LONG ARM OCTOPUS WHOLE,FROZEN CLEANED BABY OCTOPUS)"
77,KANAIYA MARINE ,"EXPORTS 
PLOT NO.48/A, G.I.D.C.
ESTATE, 
VERAVAL-362269, Gujarat",2876232197,documentkanaiyamarine@gmail.com,,"GU1/MT/193/11 24/10/2011 
23/10/2020",Frozen,
78,"KARTIK COLD STORAGE Plot No. 1308, ","GIDC Estate, 
Veraval, Gujarat",2876232330,masani_ad1@yahoo.co.in,,"GU1/MT/020/04 23/12/2004 
23/12/2025",Frozen,"Frozen:Fish Wild(Red bally Reef cod,Ribbon FIsh,Silver Croaker,Yellow Croaker,Horse Mackerel,Indian Mackerel,Yellow Tail Scad,Red 
Snepper,Barracuda,J.T. Fin Bream,Lizard Fish,Red Bull Eye,Leather jacket,Sardine,Yellow Fin Tuna,Skipjack Tuna,Bonito Tuna,Sole Fish,Eel Fish,Bombay Duck,King Fish,Kati Fish,Malabar Travelly,Black 
pomfret,Silver pomfret,Seer Fish,MahiMahi Fish,Sting Ray,Cat 
Fish,Spoted Reef Cod,Lady FIsh,Silver Herring) 
Frozen:Shrimp Wild(Tiny Karikadi Shrimp,Goinar Shrimp,Flower Shrimp,Indian White Shrimp,Indian Sea Tiger Shrimp) 
Frozen:Shrimp Aquaculture(Kapsi Shrimp,Scampi Shrimp) 
Frozen:Cuttlefish(Pharaoh Cuttelfish) 
Frozen:Squid(Indian Squid,Needle Squid) 
Frozen:Octopus(Smoothskin Octopus,Sandbird Octopus) 
Frozen:Lobster(Sand Lobster,Rock Lobster,Scalloped Spiny Lobster) Frozen:Crab(Blue Swimming Crab,Three Spot Crab)"
