tps://e-,mpeda.nic.in/registra,,,,,d_New.aspx?O,ffId=36&O,"Frozen:Fish Wild(FROZEN BABY GHOL (IWP),FROZEN KOOTH FILLET (IQF),FROZEN KOOTH FILLETS SKINLESS BONELESS (IQF),FROZEN HL/TL/GUTTED GHOL (IWP),FROZEN 
HL/TL/GUTTED KOOTH (IWP),FROZEN GROUPER FILLET 
(IQF),FROZEN HEAD ON / GUTTED GROUPER (IQF/IWP),FROZEN HEAD ON GROUPER (IQF/IWP),FROZEN HEAD ON / GUTTED KING FISH (IWP),FROZEN MAHI-MAHI STEAKS (IQF),FROZEN KING FISH STEAKS (IQF),FROZEN RIBBON FISH CHUNKS 
(IQF),FROZEN RIBBON FISH WHOLE (IWP),FROZEN RIBBON FISH WHOLE,FROZEN SILVER CROAKER,FROZEN YELLOW CROAKER,FROZEN CROAKER FISH,FROZEN EEL FISH 
WHOLE,FROZEN SILVER POMFRET (IQF/IWP),FROZEN HEAD ON / GUTTED MAHI-MAHI (IWP),,FROZEN BARRACUDA 
WHOLE,FROZEN BLACK POMFRET (IQF/IWP),FROZEN INDIAN MACKEREL,FROZEN GROUPER FINGER CUT (IQF),FROZEN CAT FISH,FROZEN INDIAN OIL SARDINE,FROZEN HORSE 
MACKEREL,FROZEN YELLOW TAIL SCAD,FROZEN RANI
ffice=SRD%20Porbandar&Categ=ExporterOT 	Page 6 of 8"
"nline R
38",egistration System - M,"WEST COAST 
FOODS 
FISH MARKET, LATI BAZAR 
PORBANDAR, Gujarat",02862242677,westcoastfoods@gmail.com,,"GU3/MT/015/15 14/04/2015 
11/09/2025",Frozen Chilled,"08/02/23, 2:40 AM
FISH,FROZEN LEATHER JACKET,FROZEN LEATHER JACKET HL/TL/GTD,FROZEN TIGER TOOTH CROAKER,FROZEN SOLE FISH,FROZEN LEATHER SKIN WHOLE,FROZEN BIG EYE INDIAN MACKEREL,FROZEN STING RAY,FROZEN SEER FISH,FROZEN MAHI-MAHI WHOLE,FROZEN KING FISH,FROZEN EMPEROR WHOLE,FROZEN TREVALLY,FROZEN REEF COD 
WHOLE,FROZEN BOMBAY DUCK,FROZEN CHINESE 
POMFRET,FROZEN BLACK SEA BREAM,FROZEN WHITE SEA BREAM,FROZEN SNAPPER,FROZEN INDIAN CONGER EEL 
FISH,FROZEN LIZARD FISH,FROZEN KATI FISH,FROZEN ILLISA ILLISA,FROZEN HALIBUT,FROZEN LITTLE TUNA,FROZEN LONG TAIL TUNA,FROZEN YELLOW FIN TUNA,FROZEN SKIPJACK TUNA,FROZEN BIG EYE TUNA,FROZEN BULL EYE WHOLE) Frozen:Shrimp Wild(FROZEN PUD SHRIMPS (IQF),,FROZEN PD SHRIMPS (IQF),FROZEN PUD SHRIMPS BLOCK,FROZEN RAW PD TAIL-ON SHRIMPS (IQF),FROZEN RAW HEADLESS SHELL ON SHRIMPS (IQF),FROZEN RAW HEADLESS SHELL ON SHRIMPS BLOCK,FROZEN PD SHRIMPS BLOCK) 
Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE CLEANED 
(IQF),FROZEN CUTTLE FISH STRIPS (IQF),FROZEN CUTTLE FISH TENTACLES (IQF),FROZEN BABY CUTTLE FISH WHOLE 
CLEANED (IQF),FROZEN CUTTLE FISH WHOLE CLEANED (TRAY PACK),,FROZEN CUTTLE FISH WHOLE CLEANED 
BLOCK,FROZEN CUTTLE FISH WHOLE (IQF),FROZEN CUTTLE FISH WHOLE BLOCK,FROZEN CUTTLE FISH ROE (IQF),FROZEN CUTTLE FISH FILLET (IQF),FROZEN CUTTLE FISH FILLET 
BLOCK,FROZEN CUTTLE FISH ROE BLOCK,FROZEN CUTTLE FISH WHOLE CLEANED SKEWERS (IQF),,FROZEN CUTTLE FISH WHOLE) 
Frozen:Squid(FROZEN SQUID WHOLE CLEANED (IQF),FROZEN SQUID WHOLE CLEANED BLOCK,FROZEN SQUID WHOLE 
CLEANED TRAY PACK,FROZEN STUFFED SQUID WHOLE 
CLEANED (IQF),,FROZEN SQUID TUBES (IQF),FROZEN SQUID TUBES BLOCK,FROZEN SQUID TUBES & SQUID 
TENTACLES,FROZEN SQUID WHOLE (IQF),FROZEN SQUID WHOLE BLOCK,FROZEN BABY SQUID WHOLE BLOCK,FROZEN SQUID WHOLE TRAY PACK,FROZEN BABY SQUID 
WHOLE,FROZEN SQUID WHOLE,FROZEN BABY SQUID PIN BONE OUT) 
Frozen:Octopus(FROZEN OCTOPUS WHOLE CLEANED 
(IQF),,FROZEN OCTOPUS WHOLE CLEANED TRAY 
PACK,FROZEN OCTOPUS WHOLE) 
Frozen:Lobster(FROZEN SAND LOBSTER,FROZEN ROCK 
LOBSTER(PANULIRUS PLOYHAGUS),FROZEN ROCK 
LOBSTER(PANULIRUS ORANTUS),FROZEN ROCK 
LOBSTER(PANULIRUS HOMARUS),FROZEN DEEP SEA LOBSTER) Chilled:Fish Wild(FRESH CHILLED GHOL,FRESH CHILLED 
THREADFIN FISH,FRESH CHILLED BOMBAY DUCK,FRESH CHILLED SILVER POMFRET 300 GM UP,FRESH CHILLED BLACK POMFRET 500 GM UP,FRESH CHILLED SNAPPER,FRESH 
CHILLED CROAKER,FRESH CHILLED WOLF HERRING,Fresh & Chilled Cat fish,Fresh & Chilled Croaker,Fresh & Chilled Ghol,Fresh & Chilled Indian Salmon,Fresh & Chilled Red snapper,Fresh & Chilled Threadfin Fish,Fresh Chilled Brown Grouper,FRESH CHILLED INDIAN CONGER EEL,FRESH CHILLED COBIA FISH,FRESH CHILLED WHITE FISH,FRESH CHILLED REEF COD,Fresh & Chilled Katti fish,Fresh & Chilled Tomato grouper,Fresh & Chilled Parrot fish,Fresh & Chilled Emperor,Fresh & Chilled Seer Fish,Fresh & Chilled white 
Snapper) 
Chilled:Shrimp Wild(Fresh & Chilled Jawala Shrimps,Fresh Chilled Tiger Prawns) 
Chilled:Lobster(Chilled Lobster,FRESH CHILLED LOBSTER 300GM UP) 
Chilled:Crab(Fresh Chilled Blue Swimming Crab,Fresh Chilled Mud Crab)"
39,DHANANI FROZEN FOODS ,"DHANANI PALACE GHANSHYAM 
NAGAR 
RAILWAY STATION ROAD 
DWARKA, Gujarat",8530977786,document.dhananivrl@gmail.com,,"GU3/RX/081/21 14/10/2021 
13/10/2024",Frozen,
40,KUSH TRADING ,"306, MILLENIUM 
TOWER, 
WADI PLOT, 
PORBANDAR, Gujarat",9825752606,kushtrading2013@gmail.com,,"GU3/RX/073/20 08/10/2020 
07/10/2023",Frozen,"Frozen:Fish Wild(RIBBON FISH,CAT FISH,BOMBAY 
DUCK,JAPANESE THREADFIN BREAM,INDIAN 
MACKEREL,YELLOWFIN TUNA,LITTLE TUNNY,BIG EYE 
TUNA,SKIP JACK TUNA,SNAPPER,REEF COD,CROAKER,TIGER TOOTHED CROAKER,HORSE MACKERAL,SCAD,LEATHER SKIN,LIZARD FISH,SHAD FISH,QUEEN FISH,TILAPIA,LEATHER JACKET) 
Frozen:Cuttlefish(CUTTLE FISH) 
Frozen:Squid(SQUID (LOLIGO DUVAUCELI),SQUID (UROTEUTHIS DUVAUCELI)) 
Frozen:Crab(BLUE SWIMMING CRAB,THREE SPOT CRAB)"
tps://e-,M/S. WEST COAST,mpeda.nic.in/registra,,,,d_New.aspx?O,ffId=36&O,ffice=SRD%20Porbandar&Categ=ExporterOT 	Page 7 of 8
Online Registration System - MPEDA,"08/02/23, 2:40 AM",
41,FOODS ,"FISH MARKET, LATI BAZAR, 
PORBANDAR, Gujarat",9228324045,westcoastfoods@gmail.com,,"GU3/RX/083/22 05/09/2022 
04/09/2025",Frozen,
42,NJORD SEAFOODS ,"PRIVATE LIMITED 
PLOT NO. 83, 
VANANA G.I.D.C., 
PORBANDAR, Gujarat",8866222488,njordseafoods@gmail.com,www.njordseafoods.com,"GU3/RX/080/21 23/09/2021 
22/09/2024",Frozen,
43,SHREE NIDDHI SEA FOOD ,"SUBHAS NAGAR 
ROAD, 
OPP. FISHERIES 
TERMINAL GATE, 
PORBANDAR, Gujarat",09824577355,shreenidhiseafoods@gmail.com,,"GU3/RX/078/21 26/08/2021 
25/08/2024",Frozen,
44,SILVER SEA FOOD ,"Javar Naka PO Box No 96 
PORBANDAR, Gujarat",02862241819,info@silverseafoodindia.com,,"GU3/RX/082/22 22/07/2022 
21/07/2025",Frozen,
45,VIJAY KING FROZEN FOODS ,"103/104 1ST FLOOR, KUBER PLAZA 
KHAKH CHOWK 
PORBANDAR, Gujarat",9825483001,vijaykingfrozenfoods@rediffmail.com,,"GU3/RX/084/22 14/10/2022 
13/10/2025",Frozen,
,,,,,,,,
08-02-2023:02:13:47,SoftWare Design & Hosting Credits : NIC Lakshadweep,,,,
https://e-mpeda.nic.in/registration/Rpt_Region_Wise_Exporters_Detailed_New.aspx?OffId=36&Office=SRD%20Porbandar&Categ=ExporterOT,https://e-mpeda.nic.in/registration/Rpt_Region_Wise_Exporters_Detailed_New.aspx?OffId=36&Office=SRD%20Porbandar&Categ=ExporterOT,,,,
